title,release_date,popularity,vote_average,vote_count
The Running Man,1987-11-13,5.3429,6.536,2755
Lost in Starlight,2025-05-30,5.4862,7.265,136
Jupiter Ascending,2015-02-27,6.6107,5.456,7029
Predestination,2015-01-09,5.7512,7.416,6970
Bicentennial Man,1999-12-17,4.3598,7.3,3833
They Live,1988-11-04,5.9597,7.293,3388
Chaos on the Bridge,2014-08-25,4.6075,7.019,54
The Wandering Earth II,2023-01-22,3.96,7.283,696
Equilibrium,2002-12-06,5.1497,7.044,4926
The Wandering Earth,2019-02-08,5.27,6.64,1118
Zathura: A Space Adventure,2005-11-11,4.3696,6.428,3521
The Tuxedo,2002-09-27,5.3766,5.736,2125
Pandemic,2016-04-01,4.8882,5.123,374
The Hunger Games: Sunrise on the Reaping,2026-11-20,4.6082,0.0,0
Super 8,2011-06-09,4.5366,6.771,6990
Justice League: Crisis on Infinite Earths Part Three,2024-07-16,4.3253,7.187,315
Journey 2: The Mysterious Island,2012-02-10,5.1907,6.145,4463
The World's End,2013-08-23,4.737,6.807,5791
Justice League: Crisis on Infinite Earths Part One,2024-01-09,4.0157,7.277,391
I Am Number Four,2011-02-18,4.3864,6.176,4909
The Core,2003-03-28,5.3082,5.808,2095
Multiplicity,1996-07-19,4.3062,5.793,587
Vivarium,2019-09-19,4.8393,6.044,2441
The Fountain,2006-11-22,4.659,6.907,3045
Space Jam,1996-11-15,4.8386,6.808,6341
Chaos Walking,2021-03-05,4.5021,6.546,2518
Æon Flux,2005-12-02,4.1676,5.642,2412
Project A-Ko 2: Plot of the Daitokuji Financial Group,2026-01-27,4.4652,4.9,7
Finch,2021-11-04,5.3825,7.807,3869
Next,2007-04-26,4.354,6.12,3204
Superman Returns,2006-06-28,4.8306,5.798,4489
Barbarella,1968-10-10,4.0931,6.0,812
Kalki 2898-AD,2024-06-26,4.4849,6.422,167
When I'm Ready,2025-02-07,6.6533,6.712,52
Vice,2015-01-16,5.1107,4.35,575
RoboCop,2014-02-12,5.2629,5.886,5774
Meet the Robinsons,2007-03-30,4.1498,6.932,3083
Warriors of Future,2022-11-02,4.441,7.027,476
Papa Zola: The Movie,2025-12-11,4.3691,9.0,3
Vanilla Sky,2001-12-14,5.3275,6.821,4570
Mr. Nobody,2013-11-01,4.7441,7.795,6153
Code 46,2004-08-02,4.905,6.161,392
Freaked,1993-10-01,4.0385,6.115,178
G.I. Joe: Retaliation,2013-03-29,4.5526,5.65,5717
The One,2001-11-02,4.5815,6.127,1695
Sword Art Online the Movie – Progressive – Scherzo of Deep Night,2023-02-03,4.9136,7.6,211
Sol Bianca,1993-03-31,4.9122,4.2,5
Knowing,2009-03-20,4.5883,6.24,5706
The Sky,2020-03-27,4.7297,5.633,16
Blindness,2008-10-03,5.1128,6.52,1352
CJ7,2008-03-07,3.8933,7.304,776
Pokémon the Movie 2000,2000-07-21,4.1098,6.729,921
Judge Dredd,1995-06-30,4.7646,5.844,2677
The Assessment,2025-03-21,3.7963,6.834,400
Moonraker,1979-06-26,4.638,6.181,2174
Mars,2026-03-13,4.8878,0.0,0
Extinction,2018-07-27,4.6601,6.037,1962
Captain Underpants: The First Epic Movie,2017-06-02,3.9709,6.28,1333
Doraemon: Nobita and the Galaxy Super-express,1996-03-02,3.8765,7.5,54
Darkman,1990-08-24,3.6013,6.435,1491
Superman IV: The Quest for Peace,1987-07-24,3.1544,4.6,1385
The Watch,2012-07-27,3.8639,5.59,2440
Bloodshot,2020-03-13,5.1011,6.684,5197
Chain Reaction,1996-08-02,4.3334,5.797,1179
Gamer,2009-09-04,3.9495,5.689,2578
Riddick,2013-09-06,4.9774,6.339,4347
Gemini Man,2019-10-11,5.1618,6.267,5393
Avengers Confidential: Black Widow & Punisher,2014-03-25,3.7602,6.357,287
Overlord,2018-11-09,4.0634,6.726,3072
Krull,1983-07-29,4.1186,6.046,604
Timeline,2003-11-26,4.6709,5.733,1150
Night of the Zoopocalypse,2025-03-07,4.8068,6.5,78
Ultraman: Rising,2024-06-14,3.5635,8.103,369
Macross Plus: The Movie,2021-12-14,4.8352,7.064,70
Sword Art Online the Movie - Progressive - Aria of a Starless Night,2021-12-03,4.6831,7.9,322
COLORFUL STAGE! The Movie: A Miku Who Can't Sing,2025-04-11,5.038,7.662,34
Superhero Movie,2008-03-28,3.7826,5.279,1976
K-PAX,2001-10-26,4.0557,7.204,2689
Doraemon the Movie: Nobita's Sky Utopia,2023-03-03,4.5263,7.1,43
Dragon Ball Z: Wrath of the Dragon,2006-08-22,4.3431,7.3,771
Universal Soldier,1992-07-10,4.2595,6.325,1863
The Nutty Professor,1996-06-28,4.5478,5.639,3073
Outlander,2008-04-24,5.2849,6.452,1385
2010,1984-12-06,4.3334,6.642,1037
Time Trap,2017-05-19,4.8959,6.302,1298
Spaceman,2024-02-23,4.5324,6.705,1005
Escape from New York,1981-07-10,5.2918,7.047,3456
Love and Monsters,2020-10-16,4.0477,7.274,4369
Spy Kids 2: The Island of Lost Dreams,2002-08-07,3.5595,5.654,2318
Coherence,2013-09-19,4.5121,7.219,3311
A Grand Day Out,1990-05-18,2.9207,7.483,983
Monster Trucks,2017-01-13,3.7568,6.1,907
Land of the Dead,2005-06-24,4.642,6.198,1717
Zombie Strippers!,2008-04-18,4.396,4.841,421
Possessor,2020-10-02,3.9325,6.385,1017
The Shrinking Man,2025-10-22,4.1724,5.788,73
Backrooms,2026-05-29,4.2917,0.0,0
Project A-Ko 3: Cinderella Rhapsody,2026-01-27,4.1539,5.2,4
Nazi Supersoldier,2025-11-25,4.6038,5.28,25
Journey to the Center of the Earth,2008-07-11,5.6304,6.087,5084
Godzilla,2004-05-07,4.413,7.6,1081
Species,1995-07-07,4.7834,5.971,1808
Bubble,2022-04-28,3.5393,7.287,469
Tape 407,2012-04-27,4.8999,3.782,85
Underdog,2007-08-03,3.6624,5.539,749
Galaxy Quest,1999-12-25,3.9701,7.081,2472
Fantastic Four,2015-08-07,3.986,4.437,6345
Tentacles,1977-06-15,4.596,4.573,116
Flubber,1997-11-26,4.2588,5.653,2520
Songbird,2020-12-11,4.2214,6.175,776
Spy Kids,2001-03-18,4.1448,5.817,3664
The Girl Who Leapt Through Time,2007-03-03,5.3391,7.781,2194
Cowboy Bebop: The Movie,2003-04-04,4.3188,7.724,1010
Sherlock Holmes,2010-01-26,4.6523,5.199,103
Masters of the Universe,2026-06-05,4.521,0.0,0
Mazinger Z: Infinity,2018-02-11,4.3019,6.943,332
Monkeybone,2001-02-23,4.4685,5.186,360
Batman Ninja,2018-03-24,3.7399,5.857,1056
eXistenZ,1999-04-19,4.845,6.783,2131
Justice League: Crisis on Infinite Earths Part Two,2024-04-23,3.5834,6.705,271
Eraserhead,1977-09-28,4.5484,7.3,2694
What Happened to Monday,2017-08-18,4.3591,7.1,6377
The Cabbage Soup,1981-12-20,4.3874,6.371,931
Universal Soldier: Day of Reckoning,2012-11-30,3.0778,5.554,475
Resident Evil: Apocalypse,2004-09-10,4.3556,6.356,4663
The Call,2020-11-27,3.6593,7.5,945
Mr. Peabody & Sherman,2014-03-07,4.2514,6.72,2501
Tim Travers and the Time Traveler's Paradox,2025-05-30,2.44,5.929,14
Brick,2025-07-10,4.2262,5.775,688
Them!,1954-06-16,4.0677,6.837,453
Slither,2006-03-31,4.1361,6.539,1685
Mobile Suit Gundam 00 Special Edition I: Celestial Being,2009-10-27,4.7014,5.9,10
Lapsis,2021-02-12,4.0084,6.169,71
Jason X,2002-04-26,4.0161,4.851,1481
Evolution,2001-06-08,3.9869,6.098,2432
Superdeep,2020-11-04,3.5746,5.94,349
Garrison7: War Is Coming,,3.5108,0.0,0
Doraemon: Nobita and the New Steel Troops: Winged Angels,2011-12-31,4.0191,7.3,81
Secret Headquarters,2022-08-12,3.1195,6.402,407
Escape Plan 2: Hades,2018-06-29,3.8814,5.165,1532
Automata,2014-10-10,4.7008,5.872,1759
Junk,2000-01-22,3.6588,4.5,22
Westworld,1973-08-15,4.4497,6.772,1423
Settlers,2021-07-23,4.6128,4.955,177
Toys,1992-12-18,4.0979,5.291,580
Dragon Ball: Episode of Bardock,2011-12-17,3.3347,7.038,434
Awareness,2023-10-10,3.6416,5.936,211
Repo Men,2010-03-19,4.6963,6.321,2056
Resident Evil,2026-09-18,4.1926,0.0,0
The Time Machine,2002-03-04,4.3069,6.301,2492
Dragon Ball Z: The Tree of Might,1997-11-15,3.9077,6.5,616
The Iceman Cometh,1989-08-12,2.6358,7.4,28
Doraemon: Nobita and the Birth of Japan,2016-03-05,3.5208,6.8,71
Outside the Wire,2021-01-15,4.3291,6.35,1901
Superintelligence,2020-11-26,3.5882,5.972,318
DC League of Super-Pets,2022-07-29,3.5143,7.162,1696
Skyline,2010-11-12,3.2555,5.005,1729
Infinity Pool,2023-01-27,4.1279,6.065,996
Robot Dreams,2024-05-31,4.2543,8.0,764
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,3.9701,6.215,1223
Tremors,1990-01-19,4.0536,6.933,3500
Brightburn,2019-05-24,4.4163,6.142,3407
The Animatrix,2003-05-31,3.5287,7.21,1735
Pinocchio 3000,2004-05-14,5.0585,4.4,150
Doraemon: Nobita's New Dinosaur,2020-08-07,3.465,7.4,53
Samaritan,2022-08-25,4.5402,6.659,2156
Sphere,1998-02-13,3.3686,6.124,1778
Incredibles 3,,4.2956,0.0,0
Starman,1984-12-14,3.1234,6.922,970
Never Let Me Go,2010-09-15,3.8242,6.844,2430
Deep Blue Sea,1999-07-28,4.1535,5.989,2609
Don't Worry Darling,2022-09-23,3.8367,6.8,2876
Volcano,1997-04-25,4.3593,5.929,1639
Ødeland,2015-03-27,3.8386,8.0,4
Doors,2021-03-23,4.2765,4.83,188
Daybreakers,2010-01-08,3.8523,6.3,2127
Levels,2024-11-01,4.5302,5.7,87
Short Circuit,1986-05-09,3.0025,6.639,1593
Dragon Ball Z: Broly - Second Coming,2005-04-05,4.0757,6.8,708
Atlantis: The Lost Empire,2001-06-15,4.0117,7.035,5076
Ash,2025-03-21,4.424,5.166,416
The Occupant,2025-08-15,6.0018,5.73,63
Dragon Ball Z: Bio-Broly,2005-09-13,4.1845,5.8,554
Knight Rider,2008-02-17,4.4078,6.295,66
Paycheck,2003-12-25,4.8662,6.21,1991
Coneheads,1993-07-23,3.4886,5.471,1009
Sore: A Wife from the Future,2025-11-09,3.6535,7.6,39
Dreamcatcher,2003-03-21,3.2446,5.632,1883
Maggie,2015-05-08,3.4661,5.401,1662
Dragon Ball: Curse of the Blood Rubies,1995-01-01,3.5984,6.865,366
Death Race 2,2011-01-18,3.9418,5.834,1182
Next Gen,2018-09-07,2.7921,6.984,836
Watchers,1988-12-02,3.8355,5.305,95
Project Silence,2024-07-12,3.9767,6.908,384
You Bury Me (Ya'aburnee),2019-08-31,3.3803,0.0,0
Megamind vs. the Doom Syndicate,2024-03-01,4.0529,5.127,322
Doraemon: Nobita and the Steel Troops,1986-03-15,3.7227,6.5,34
Attack,2022-04-01,3.9867,6.8,216
Sleeper,1973-12-17,4.1925,6.866,831
Brazil,1985-12-18,4.374,7.667,3634
Hello World,2019-09-20,3.8475,7.305,395
Black Magic M-66,1987-06-28,3.5167,6.3,54
Roswell,1994-07-31,3.9204,6.0,60
Splinter,2008-10-31,4.3655,6.176,772
Steel,1997-08-15,3.6982,4.27,274
Heisei Rider vs. Showa Rider: Kamen Rider Wars feat. Super Sentai,2014-03-29,3.6379,6.4,16
Macross Frontier: The False Songstress,2009-11-21,2.6788,6.9,37
Color Out of Space,2020-01-24,3.3913,6.065,1638
Zëiram,1994-01-05,2.137,6.103,29
Innerspace,1987-07-01,3.9608,6.823,1362
Zoom,2006-08-11,4.1699,5.316,630
Godzilla: Planet of the Monsters,2018-01-17,3.936,6.398,541
Mimic,1997-08-22,4.8309,6.1,1210
Wonderland,2024-07-26,2.7676,7.038,120
Ultraman Ginga S the Movie: Showdown! The 10 Ultra Warriors!,2015-03-15,4.3892,5.6,13
Ultraviolet,2006-03-03,3.043,5.218,1695
The Shrouds,2025-04-18,3.2708,5.818,214
Altered Carbon: Resleeved,2020-03-19,2.9783,6.562,316
The Hitchhiker's Guide to the Galaxy,2005-04-29,3.6268,6.7,4165
Surrogates,2009-09-25,4.2953,6.134,3382
The Cell,2000-08-18,3.7397,6.265,1677
It's What's Inside,2024-01-19,3.4363,6.466,756
Bigbug,2022-02-11,4.0989,5.285,461
Deep Rising,1998-01-30,3.0658,6.152,794
The Girl with All the Gifts,2017-02-24,3.4962,6.572,2128
Demon Seed,1977-04-07,3.2178,5.887,257
Summer Wars,2010-10-13,4.3652,7.454,1007
The Day the Earth Stood Still,2008-12-12,3.8357,5.651,3682
Nowhere,1997-05-09,3.7507,6.8,210
Bride of Frankenstein,1935-04-20,3.2474,7.513,1082
Jana Nayagan,,2.916,0.0,0
Eureka: Eureka Seven Hi-Evolution,2022-05-17,4.2232,6.567,15
Spy Kids: All the Time in the World,2011-08-19,3.5266,4.69,1050
Pajama Party,1964-11-11,3.9099,4.739,23
Melancholia,2011-11-11,3.5971,7.157,3767
Justice League: Crisis on Two Earths,2010-02-23,2.5836,7.32,762
The Host,2013-03-29,3.3436,6.283,4047
Frequency,2000-04-28,3.4142,7.26,1960
GANTZ:O,2016-12-31,3.0558,7.308,811
TEKKEN: The Motion Picture,1999-01-26,3.8842,5.2,56
Patema Inverted,2014-11-11,3.0401,7.4,457
Frankenstein,1931-11-21,3.2091,7.5,1763
Testament,1983-11-04,4.5091,6.356,133
The Andromeda Strain,1971-03-12,3.0258,7.1,768
Forbidden Planet,1956-03-23,3.5303,7.251,1036
Critters,1986-04-11,3.1464,6.468,1071
Viking,2022-09-25,3.6819,5.4,31
Project Almanac,2015-01-28,3.1268,6.782,2804
Books of Blood,2020-10-07,3.1678,6.305,492
How to Build a Better Boy,2014-08-17,2.2733,6.4,403
Okja,2017-06-28,3.8344,7.337,4507
Stalker,2014-01-17,3.5431,8.1,2458
Dragon Ball Z: Fusion Reborn,1995-03-04,3.7678,7.5,909
Slingshot,2024-08-30,3.9362,6.156,228
Second Origin,2015-10-09,3.147,4.8,19
Space Cop Gavan The Movie,2022-11-11,3.9004,7.0,8
PSYCHO-PASS: The Movie,2016-03-15,3.1242,7.0,235
The Bad Batch,2017-06-23,3.3078,5.263,1152
Lifeforce,1985-06-21,3.3413,6.266,694
Dragon Ball Z: The World's Strongest,1998-05-26,3.6295,6.6,543
Womb,2010-07-15,3.028,6.028,395
A Shaun the Sheep Movie: Farmageddon,2020-02-14,2.696,6.899,582
Tekken,2011-07-19,3.9103,5.332,728
The Postman,1997-12-25,4.0064,6.251,1169
Forever Young,1992-12-16,3.0552,6.497,954
Pokémon Ranger and the Temple of the Sea,2007-03-23,2.9669,6.4,219
Spawn,1997-08-01,4.0098,5.428,1452
The Moon,2023-08-02,2.5832,6.6,198
Dracula,2025-10-29,3.0161,7.0,10
I Stand Alone - SEX & LOVE,1996-11-08,3.343,2.0,2
Love Insurance Kompany,,3.1476,0.0,0
Arpeggio of Blue Steel -Ars Nova Cadenza-,2015-10-03,3.3734,7.3,18
Code 8,2019-12-13,5.1676,6.263,2131
Carnosaur,1993-05-21,3.6561,4.191,110
Trancers,1985-05-06,3.6076,5.9,220
The Fourth Kind,2009-11-06,3.3127,6.339,1851
Motherland,2025-09-12,3.3939,6.806,18
Avatar 4,2029-12-21,3.6615,0.0,0
Doctor Who,1996-05-14,4.5592,6.173,237
Teen Titans Go! To the Movies,2018-07-27,2.9273,7.167,1164
Superman II,1981-06-17,3.5908,6.749,2476
Bokeh,2017-03-24,3.0289,5.412,266
Vampire Hunter D: Bloodlust,2001-09-28,4.2527,7.661,774
Breathe,2024-04-26,3.0801,5.636,284
The Jacket,2005-03-04,3.5755,6.867,1653
Dragon Ball Z: Bardock - The Father of Goku,1990-10-17,3.894,7.6,758
Black Mirror: Bandersnatch,2018-12-28,2.6726,6.761,4133
Anon,2018-05-04,2.9654,5.996,1707
Star Trek: The Motion Picture,1979-12-07,3.4981,6.484,1893
Spy Kids 3-D: Game Over,2003-07-25,3.5137,5.141,2343
Flatliners,1990-08-10,3.539,6.5,1687
Metropolis,2002-01-25,3.0109,7.1,547
The X-Files,1998-06-19,3.6053,6.904,1765
Star Trek: First Contact,1996-11-22,3.0597,7.294,1919
Final Fantasy: The Spirits Within,2001-07-02,3.5069,6.193,1559
Ron's Gone Wrong,2021-10-22,3.4702,7.86,1993
M.D. Geist II: Death Force,1996-03-01,4.1209,4.8,15
Conquest of the Planet of the Apes,1972-06-29,3.019,6.16,1058
Turn A Gundam I: Earth Light,2002-02-09,3.4273,5.8,10
Die Alone,2024-10-18,3.5113,5.992,126
Artemis Fowl,2020-06-12,3.5481,5.526,1717
Spring,2015-03-20,3.5422,6.625,767
Two People Exchanging Saliva,2024-08-30,5.7973,7.8,17
Crater,2023-05-12,3.5395,6.6,280
Leviathan,1989-03-17,2.8811,5.975,545
Dawn of the Dead,1979-04-13,3.7465,7.49,2254
Kill Command,2016-11-25,3.1567,5.652,630
Ghost in the Shell: Stand Alone Complex - Solid State Society,2007-02-23,2.1844,7.5,279
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022-08-05,3.1836,7.137,102
Aliens in the Attic,2009-07-31,3.0143,5.7,1042
Zone 414,2021-09-03,4.4134,5.339,292
Earthfall,2015-06-22,3.7034,5.047,86
Lost in Space,1998-04-03,3.6693,5.438,1289
Godzilla vs. Megaguirus,2002-07-13,3.4225,6.645,210
Awake,2021-06-09,3.1545,5.856,1145
The Void,2017-04-07,3.3334,6.005,1388
The Thing,2011-10-14,3.4715,6.225,3149
"Honey, I Shrunk the Kids",1989-06-23,4.179,6.313,3278
AVP: Alien vs. Predator,2004-08-13,3.7433,5.945,4870
Caddo Lake,2024-10-10,3.2169,7.201,432
Robots,2023-05-19,3.9441,5.557,246
Mobile Suit Gundam: Char's Counterattack,2019-12-05,3.1517,7.2,70
Cooties,2015-09-18,3.5581,5.897,803
The Cloverfield Paradox,2018-02-04,4.0113,5.6,3505
Shorts,2009-08-21,3.473,5.8,308
The Relative Worlds,2019-01-25,2.6395,5.838,65
Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,2012-06-02,2.6292,4.8,10
Redline,2009-08-14,3.4469,7.506,548
Terra Formars,2016-04-29,2.5115,6.093,285
Supergirl,1984-11-20,2.4627,5.286,650
Vanishing Waves,2012-09-23,3.4146,5.821,70
Wild Wild West,1999-06-30,3.5174,5.317,3533
Dreamscape,1984-08-15,2.9673,6.087,311
Moonshot,2022-03-23,3.507,6.679,183
Death Race: Beyond Anarchy,2018-10-02,3.3112,6.237,378
Dark Skies,2013-02-22,3.3616,6.331,1908
Space Sweepers,2021-02-05,3.1102,7.052,1128
Planet Raptor,2009-01-25,3.5424,3.9,11
Invasion,2020-02-27,3.3696,6.9,874
Occupation,2018-07-20,3.1883,4.759,253
Moon 44,1990-02-15,1.9681,5.028,141
Transformers,2007-07-03,3.5948,6.821,12049
Seobok,2022-02-15,2.7432,7.203,246
Marshmallow,2025-04-11,4.0076,6.065,77
Star Trek V: The Final Frontier,1989-06-09,2.5843,5.734,1282
Sword Art Online the Movie: Ordinal Scale,2017-03-09,4.2187,7.679,737
Star Trek: Section 31,2025-01-22,2.955,4.724,344
Virus,1980-06-26,3.3011,6.3,70
Pandorum,2009-09-08,3.502,6.59,2594
A Wrinkle in Time,2018-03-09,3.7933,5.061,1846
The Man from Earth,2007-06-10,3.6679,7.627,2841
WWW,2021-12-24,3.0564,7.5,3
Downsizing,2017-12-22,4.1704,5.401,4056
RoboCop 3,1993-11-05,2.9931,4.901,1418
Kamen Rider × Super Sentai: Super Hero Wars,2012-04-21,3.3961,6.25,14
Happy Accidents,2000-01-25,3.199,6.795,140
Bugs,2003-09-06,2.593,4.5,24
District B13,2004-11-10,4.047,6.807,1958
Last Sentinel,2023-03-24,3.1428,5.452,221
Mosquito,1995-05-20,3.4908,4.849,76
I Am Legend 2,,3.8019,0.0,0
Metal Skin Panic MADOX-01,1987-12-15,4.0195,5.848,33
Lake Placid,1999-07-16,3.048,5.931,1225
Doraemon: Nobita's Chronicle of the Moon Exploration,2019-08-17,3.3742,7.3,69
Eegah,1962-04-17,2.7959,2.758,64
Shin Kamen Rider,2023-05-31,3.0971,6.951,297
The Adventures of Sharkboy and Lavagirl,2005-06-10,3.6424,5.201,1596
Zegapain STA,2024-08-16,3.7305,1.0,1
Cube,1998-09-11,4.1698,6.815,5130
Hotel Artemis,2018-06-08,3.3295,6.07,1657
Code Geass: Akito the Exiled 1: The Wyvern Arrives,2012-08-04,3.5543,6.197,76
The Day the Earth Blew Up: A Looney Tunes Movie,2025-03-14,3.7317,7.551,205
After Earth,2013-05-31,3.6751,5.176,6813
Lilo & Stitch 2: Stitch Has a Glitch,2005-08-30,3.2636,6.682,1611
Spiderhead,2022-06-15,2.9827,5.795,1713
Ender's Game,2013-11-01,4.4579,6.586,6159
Action Replayy,2010-11-05,3.7127,5.228,79
Nightwish,1990-06-27,3.4545,4.707,58
Iron Man: Rise of Technovore,2013-05-03,2.7558,6.137,223
Tank Girl,1995-03-31,3.0034,5.479,562
Doraemon: Nobita's Treasure Island,2018-12-31,3.3898,7.0,97
Fullmetal Alchemist: The Sacred Star of Milos,2012-01-22,3.4623,6.8,283
Assassin's Creed,2016-12-21,3.9738,5.431,8049
A Certain Magical Index: The Miracle of Endymion,2013-02-23,2.5121,7.0,71
Grabbers,2012-01-23,3.3053,6.084,502
Shin Ultraman,2023-01-11,3.6317,7.398,230
Metropolis,1927-03-06,3.4497,8.1,3054
No One Will Save You,2023-09-22,2.7962,6.673,1399
Mute,2018-02-23,3.1849,5.567,1138
Mobile Suit Gundam SEED FREEDOM,2024-05-07,2.9626,6.9,73
Quarantine,2008-10-10,2.995,5.783,1349
Mortal Kombat: Annihilation,1997-11-21,2.744,4.526,1295
Babylon A.D.,2008-08-29,3.2275,5.662,2223
Transformers: Revenge of the Fallen,2009-06-24,2.9306,6.209,9048
Virus,1999-01-14,2.6117,5.389,667
Ticks,1994-05-25,3.3003,5.704,179
Gintama: The Movie,2010-04-24,5.0359,7.423,97
Beneath the Planet of the Apes,1970-05-26,3.2553,6.146,1441
MegaForce,1982-06-25,3.1933,3.982,82
Jeruzalem,2016-01-22,3.0984,5.517,635
Dragon Ball Z: The History of Trunks,2000-10-24,3.3556,7.6,589
The Return of Godzilla,2016-09-13,2.7353,7.188,324
Dragon Ball Z: Cooler's Revenge,1991-07-20,3.2643,7.0,728
Criminal,2016-04-15,3.1975,6.206,1846
Futureworld,1976-08-13,3.7103,5.893,352
Stealth,2005-07-29,3.5178,5.468,1140
The Box,2009-11-04,3.0028,5.6,1860
Leroy & Stitch,2006-06-23,2.5614,6.529,601
Astro Boy,2009-10-23,3.0372,6.337,1618
One Piece: Giant Mecha Soldier of Karakuri Castle,2006-12-31,3.4677,7.0,185
Office Invasion,2022-08-10,3.3767,5.414,116
Demon Pond,2008-05-13,1.6956,6.6,5
Solaris,2002-11-27,3.1696,5.941,1419
Cleopatra: Queen of Sex,1972-04-24,2.483,5.707,46
2067,2020-10-02,2.534,5.412,914
Killer Klowns from Outer Space,1988-05-27,2.738,6.6,1135
Afraid,2024-08-30,2.9571,5.92,484
Star Trek IV: The Voyage Home,1986-11-26,2.9303,7.171,1622
Evangelion: 3.0 You Can (Not) Redo,2014-01-10,3.9632,7.198,910
How It Ends,2018-07-13,2.8113,5.3,2025
Superdimensional Romanesque Samy: Missing 99,1986-07-05,3.5183,8.5,2
The End of Oak Street,2026-08-14,3.1263,0.0,0
www.RachelOrmont.com,2025-12-19,2.8263,5.0,2
Death Race: Inferno,2013-01-22,3.2462,5.869,821
Naruda Donoruda,2016-11-04,2.8652,0.0,0
Cocoon,1985-06-21,3.0401,6.633,1381
Mobile Suit Gundam I,2024-10-02,2.7646,6.8,95
Explorers,1985-07-12,3.067,6.258,487
Attack on Titan,2015-09-30,3.431,6.099,815
Jin-Roh: The Wolf Brigade,2001-05-25,3.5185,7.401,547
#PostModem,2013-01-18,2.921,3.75,6
Watchers Reborn,1998-06-30,2.9597,4.7,19
Doraemon: Nobita and the Island of Miracles – Animal Adventure,2012-03-03,3.3012,6.8,73
The Rocketeer,1991-06-21,2.3526,6.466,1021
The Rocky Horror Picture Show,1975-09-29,3.0984,7.439,3086
Spider-Man: Beyond the Spider-Verse,2027-06-18,3.057,0.0,0
Doraemon: Nobita's Dorabian Nights,1991-03-09,3.3157,7.0,64
Southland Tales,2007-11-14,2.5073,5.215,592
Robot Overlords,2015-07-03,2.6846,4.84,272
Island Python,2025-01-23,3.689,0.0,0
Honeymoon,2014-09-12,2.9198,5.416,622
Star Trek: Nemesis,2002-12-13,2.6683,6.299,1552
The Anomaly,2014-07-04,2.2385,4.951,345
Abducted,2013-09-03,3.0989,4.957,23
Until the End of the World,1991-12-25,1.8765,6.75,234
Twilight Zone: The Movie,1983-06-24,2.6679,6.48,790
Soylent Green,1973-04-18,2.883,6.924,1388
Dark Angel,1990-09-28,2.4593,5.989,352
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,2007-03-10,3.8061,7.2,85
Attack on Titan II: End of the World,2015-09-30,3.3182,6.2,384
Mission to Mars,2000-03-10,2.5837,6.009,1541
Sky Captain and the World of Tomorrow,2004-09-17,2.4977,5.9,1348
Nirvanna the Band the Show the Movie,2026-02-13,4.1224,8.0,12
Y2K,2024-12-06,3.0073,5.118,262
Re-Animator,1985-10-18,2.5687,7.042,1646
Pet Shop,1995-03-27,2.9193,4.417,12
The Endless,2018-04-06,2.7613,6.328,1254
Pankow ’95,1983-10-27,3.7784,0.0,0
Macross 7: The Galaxy Is Calling Me!,1995-10-07,2.0297,5.9,15
Dragon Ball Z: Lord Slug,2001-08-07,3.2844,6.5,578
Fortress,1993-09-03,3.4812,6.049,716
Doraemon: Nobita's Secret Gadget Museum,2013-12-31,3.1454,6.3,45
Promare,2019-09-17,3.5484,7.064,305
Biggles,1988-01-29,3.1593,5.2,77
La Jetée,2003-10-10,2.1529,7.878,981
Neon Genesis Evangelion: Death and Rebirth,2002-07-30,3.39,7.387,484
Gantz,2010-11-29,2.772,6.555,334
Stormageddon,2015-11-18,3.4595,6.1,96
Godzilla: City on the Edge of Battle,2018-07-18,2.5652,6.577,392
Body Snatchers,1994-01-28,3.1801,6.2,459
Race to Witch Mountain,2009-03-13,2.8999,5.795,1792
Bird Box Barcelona,2023-07-14,2.4499,5.897,812
Utopia,2024-12-10,3.2199,5.457,58
Kingsglaive: Final Fantasy XV,2016-08-19,2.749,6.754,738
Uranus 2324,2024-07-04,2.8231,7.9,133
Sound,1988-12-31,2.7785,0.0,0
Disaster L.A.: The Last Zombie Apocalypse Begins Here,2014-09-16,1.4881,5.419,142
Sorry to Bother You,2018-07-06,3.0185,6.781,1724
Meet Cute,2022-09-21,3.4325,5.818,305
The Bloodiest,2005-05-20,1.5683,5.9,10
The 6th Day,2000-11-17,3.3955,5.993,2218
Battle for the Planet of the Apes,1973-06-15,3.0558,5.683,1029
Gamera: Guardian of the Universe,1997-04-16,2.0435,7.357,161
Pokémon: Lucario and the Mystery of Mew,2006-09-20,2.7547,6.998,326
Justice League vs. Teen Titans,2016-03-26,2.4895,7.271,1023
